Latticeparameter(angstrom)forAu,Potentialenergy(eV)forAu,Latticeparameterlinspace(angstrom)forAu,Fittedenergy(eV)curveforAu,Latticeparameter(angstrom)forminE_potforAu,MinimumE_pot(eV)forAu,Latticeparameter(angstrom)forPt,Potentialenergy(eV)forPt,Latticeparameterlinspace(angstrom)forPt,Fittedenergy(eV)curveforPt,Latticeparameter(angstrom)forminE_potforPt,MinimumE_pot(eV)forPt,Latticeparameter(angstrom)forRh,Potentialenergy(eV)forRh,Latticeparameterlinspace(angstrom)forRh,Fittedenergy(eV)curveforRh,Latticeparameter(angstrom)forminE_potforRh,MinimumE_pot(eV)forRh
,,4.180999999999998,-3.146118669106798,,,,,3.984999999999999,-6.4325973530934135,,,,,3.855999999999999,-7.305301564392153,,
,,4.181099999999999,-3.1461151914563743,,,,,3.985099999999999,-6.432576042054137,,,,,3.856099999999999,-7.3052790634250755,,
,,4.181199999999999,-3.146111627702169,,,,,3.985199999999999,-6.432554592890867,,,,,3.856199999999999,-7.305256425252267,,
,,4.181299999999999,-3.146107977844153,,,,,3.985299999999999,-6.432533005603588,,,,,3.856299999999999,-7.305233649873742,,
,,4.181399999999998,-3.146104241882341,,,,,3.985399999999999,-6.432511280192315,,,,,3.856399999999999,-7.305210737289528,,
,,4.181499999999999,-3.146100419816733,,,,,3.985499999999999,-6.432489416657063,,,,,3.856499999999999,-7.305187687499568,,
,,4.181599999999999,-3.1460965116473147,,,,,3.985599999999999,-6.432467414997788,,,,,3.856599999999999,-7.305164500503906,,
,,4.181699999999998,-3.1460925173741145,,,,,3.985699999999999,-6.432445275214533,,,,,3.856699999999999,-7.305141176302527,,
,,4.181799999999998,-3.146088436997104,,,,,3.985799999999999,-6.43242299730727,,,,,3.856799999999999,-7.305117714895417,,
,,4.181899999999999,-3.1460842705162837,,,,,3.985899999999999,-6.432400581276028,,,,,3.856899999999999,-7.3050941162826035,,
,,4.181999999999999,-3.1460800179316664,,,,,3.985999999999999,-6.4323780271207625,,,,,3.856999999999999,-7.305070380464059,,
,,4.182099999999998,-3.146075679243268,,,,,3.986099999999999,-6.432355334841517,,,,,3.857099999999999,-7.305046507439812,,
,,4.182199999999999,-3.1460712544510585,,,,,3.986199999999999,-6.432332504438278,,,,,3.857199999999999,-7.305022497209848,,
,,4.182299999999999,-3.1460667435550533,,,,,3.986299999999999,-6.432309535911031,,,,,3.857299999999999,-7.304998349774152,,
,,4.182399999999999,-3.146062146555252,,,,,3.986399999999999,-6.43228642925979,,,,,3.857399999999999,-7.304974065132754,,
,,4.182499999999998,-3.1460574634516405,,,,,3.986499999999999,-6.432263184484555,,,,,3.857499999999999,-7.304949643285639,,
,,4.182599999999999,-3.146052694244247,,,,,3.986599999999999,-6.432239801585325,,,,,3.857599999999999,-7.304925084232806,,
,,4.182699999999999,-3.1460478389330437,,,,,3.986699999999999,-6.432216280562088,,,,,3.857699999999999,-7.304900387974243,,
,,4.182799999999999,-3.146042897518029,,,,,3.986799999999999,-6.432192621414856,,,,,3.857799999999999,-7.304875554509977,,
,,4.182899999999998,-3.1460378699992333,,,,,3.986899999999999,-6.432168824143631,,,,,3.857899999999999,-7.304850583839993,,
,,4.182999999999999,-3.146032756376613,,,,,3.986999999999999,-6.432144888748411,,,,,3.857999999999999,-7.304825475964293,,
,,4.183099999999999,-3.1460275566502247,,,,,3.987099999999999,-6.432120815229197,,,,,3.858099999999999,-7.304800230882876,,
,,4.183199999999999,-3.146022270820012,,,,,3.987199999999999,-6.432096603585961,,,,,3.858199999999999,-7.304774848595741,,
,,4.183299999999998,-3.146016898886017,,,,,3.987299999999999,-6.43207225381876,,,,,3.858299999999999,-7.30474932910289,,
,,4.183399999999999,-3.146011440848227,,,,,3.987399999999999,-6.432047765927536,,,,,3.858399999999999,-7.304723672404322,,
,,4.183499999999999,-3.146005896706626,,,,,3.987499999999999,-6.432023139912346,,,,,3.858499999999999,-7.304697878500036,,
,,4.183599999999998,-3.146000266461229,,,,,3.987599999999999,-6.431998375773134,,,,,3.858599999999999,-7.304671947390034,,
,,4.183699999999998,-3.145994550112036,,,,,3.987699999999999,-6.431973473509927,,,,,3.858699999999999,-7.304645879074314,,
,,4.183799999999999,-3.1459887476590325,,,,,3.987799999999999,-6.431948433122727,,,,,3.858799999999999,-7.304619673552878,,
,,4.183899999999999,-3.145982859102247,,,,,3.987899999999999,-6.431923254611533,,,,,3.858899999999999,-7.304593330825725,,
,,4.183999999999998,-3.145976884441652,,,,,3.987999999999999,-6.431897937976331,,,,,3.858999999999999,-7.304566850892854,,
,,4.184099999999998,-3.14597082367726,,,,,3.988099999999999,-6.431872483217148,,,,,3.859099999999999,-7.304540233754267,,
,,4.184199999999999,-3.145964676809058,,,,,3.988199999999999,-6.431846890333958,,,,,3.859199999999999,-7.304513479409962,,
,,4.184299999999999,-3.14595844383706,,,,,3.988299999999999,-6.431821159326773,,,,,3.859299999999999,-7.304486587859941,,
,,4.184399999999998,-3.1459521247612656,,,,,3.988399999999999,-6.431795290195595,,,,,3.859399999999999,-7.304459559104217,,
,,4.184499999999998,-3.145945719581676,,,,,3.988499999999999,-6.431769282940408,,,,,3.859499999999999,-7.304432393142761,,
,,4.184599999999999,-3.145939228298289,,,,,3.988599999999999,-6.4317431375612415,,,,,3.859599999999999,-7.304405089975589,,
,,4.184699999999999,-3.1459326509111065,,,,,3.988699999999999,-6.431716854058067,,,,,3.859699999999999,-7.304377649602699,,
,,4.184799999999998,-3.1459259874201138,,,,,3.988799999999999,-6.431690432430898,,,,,3.859799999999999,-7.304350072024093,,
,,4.184899999999999,-3.145919237825325,,,,,3.988899999999999,-6.431663872679735,,,,,3.859899999999999,-7.304322357239783,,
,,4.184999999999999,-3.14591240212674,,,,,3.988999999999999,-6.431637174804564,,,,,3.859999999999999,-7.304294505249757,,
,,4.185099999999999,-3.145905480324359,,,,,3.989099999999999,-6.431610338805399,,,,,3.860099999999999,-7.3042665160539855,,
,,4.185199999999998,-3.145898472418168,,,,,3.989199999999999,-6.43158336468224,,,,,3.860199999999999,-7.304238389652539,,
,,4.185299999999999,-3.145891378408166,,,,,3.989299999999999,-6.431556252435087,,,,,3.860299999999999,-7.304210126045348,,
,,4.185399999999999,-3.1458841982943824,,,,,3.989399999999999,-6.43152900206394,,,,,3.860399999999999,-7.304181725232439,,
,,4.185499999999998,-3.1458769320768027,,,,,3.989499999999999,-6.431501613568784,,,,,3.860499999999999,-7.304153187213828,,
,,4.185599999999998,-3.145869579755413,,,,,3.989599999999999,-6.431474086949649,,,,,3.860599999999999,-7.304124511989485,,
,,4.185699999999999,-3.145862141330241,,,,,3.989699999999999,-6.4314464222065055,,,,,3.860699999999999,-7.30409569955944,,
,,4.185799999999999,-3.145854616801259,,,,,3.989799999999999,-6.431418619339354,,,,,3.860799999999999,-7.304066749923663,,
,,4.185899999999998,-3.1458470061684807,,,,,3.989899999999999,-6.431390678348222,,,,,3.860899999999999,-7.304037663082184,,
,,4.185999999999998,-3.145839309431892,,,,,3.989999999999999,-6.431362599233083,,,,,3.860999999999999,-7.304008439034973,,
,,4.186099999999999,-3.1458315265915218,,,,,3.990099999999999,-6.431334381993949,,,,,3.861099999999999,-7.30397907778206,,
,,4.186199999999999,-3.145823657647341,,,,,3.990199999999999,-6.431306026630821,,,,,3.861199999999999,-7.303949579323429,,
,,4.186299999999998,-3.1458157025993643,,,,,3.990299999999999,-6.4312775331437,,,,,3.861299999999999,-7.303919943659068,,
,,4.186399999999998,-3.1458076614475914,,,,,3.990399999999999,-6.43124890153257,,,,,3.861399999999999,-7.303890170789003,,
,,4.186499999999999,-3.145799534191994,,,,,3.990499999999999,-6.43122013179746,,,,,3.861499999999999,-7.303860260713222,,
,,4.186599999999999,-3.1457913208326147,,,,,3.990599999999999,-6.431191223938342,,,,,3.861599999999999,-7.303830213431709,,
,,4.186699999999998,-3.1457830213694398,,,,,3.990699999999999,-6.43116217795523,,,,,3.861699999999999,-7.303800028944494,,
,,4.186799999999998,-3.145774635802468,,,,,3.990799999999999,-6.431132993848109,,,,,3.861799999999999,-7.303769707251561,,
,,4.186899999999999,-3.1457661641317003,,,,,3.990899999999999,-6.431103671617009,,,,,3.861899999999999,-7.303739248352898,,
,,4.186999999999999,-3.1457576063571224,,,,,3.990999999999999,-6.431074211261901,,,,,3.861999999999999,-7.303708652248531,,
,,4.187099999999998,-3.1457489624787485,,,,,3.991099999999999,-6.431044612782799,,,,,3.862099999999999,-7.303677918938447,,
,,4.187199999999999,-3.1457402324965784,,,,,3.991199999999999,-6.431014876179702,,,,,3.862199999999999,-7.303647048422647,,
,,4.187299999999999,-3.1457314164106123,,,,,3.991299999999999,-6.430985001452598,,,,,3.862299999999999,-7.303616040701115,,
,,4.187399999999999,-3.14572251422085,,,,,3.991399999999999,-6.430954988601499,,,,,3.862399999999999,-7.303584895773881,,
,,4.187499999999998,-3.145713525927277,,,,,3.991499999999999,-6.430924837626421,,,,,3.862499999999999,-7.303553613640929,,
,,4.187599999999999,-3.145704451529894,,,,,3.991599999999999,-6.430894548527334,,,,,3.862599999999999,-7.303522194302261,,
,,4.187699999999999,-3.14569529102873,,,,,3.991699999999999,-6.430864121304239,,,,,3.862699999999999,-7.303490637757875,,
,,4.187799999999998,-3.145686044423755,,,,,3.991799999999999,-6.4308335559571645,,,,,3.862799999999999,-7.303458944007772,,
,,4.187899999999998,-3.145676711714998,,,,,3.991899999999999,-6.430802852486082,,,,,3.862899999999999,-7.303427113051953,,
,,4.187999999999999,-3.1456672929024307,,,,,3.991999999999999,-6.430772010891005,,,,,3.862999999999999,-7.303395144890416,,
,,4.188099999999999,-3.1456577879860674,,,,,3.992099999999999,-6.430741031171934,,,,,3.863099999999999,-7.303363039523163,,
,,4.188199999999998,-3.145648196965894,,,,,3.992199999999999,-6.430709913328855,,,,,3.863199999999999,-7.303330796950192,,
,,4.188299999999998,-3.1456385198419383,,,,,3.992299999999999,-6.430678657361796,,,,,3.863299999999999,-7.303298417171504,,
,,4.188399999999999,-3.1456287566141725,,,,,3.992399999999999,-6.430647263270728,,,,,3.863399999999999,-7.3032659001871,,
,,4.188499999999999,-3.1456189072826106,,,,,3.992499999999999,-6.430615731055667,,,,,3.863499999999999,-7.303233245996978,,
,,4.188599999999998,-3.1456089718472526,,,,,3.992599999999999,-6.430584060716612,,,,,3.863599999999999,-7.303200454601139,,
,,4.188699999999998,-3.1455989503080843,,,,,3.992699999999999,-6.430552252253548,,,,,3.863699999999999,-7.303167525999612,,
,,4.188799999999999,-3.14558884266512,,,,,3.992799999999999,-6.430520305666505,,,,,3.863799999999999,-7.303134460192325,,
,,4.188899999999999,-3.1455786489183595,,,,,3.992899999999999,-6.4304882209554535,,,,,3.863899999999999,-7.30310125717935,,
,,4.188999999999998,-3.1455683690677887,,,,,3.992999999999999,-6.430455998120408,,,,,3.863999999999999,-7.303067916960643,,
,,4.189099999999998,-3.145558003113436,,,,,3.993099999999999,-6.430423637161354,,,,,3.864099999999999,-7.303034439536219,,
,,4.189199999999999,-3.1455475510552877,,,,,3.9931999999999994,-6.4303911380783205,,,,,3.8641999999999994,-7.303000824906093,,
,,4.189299999999999,-3.145537012893328,,,,,3.993299999999999,-6.430358500871279,,,,,3.864299999999999,-7.302967073070235,,
,,4.189399999999998,-3.145526388627573,,,,,3.9933999999999994,-6.430325725540243,,,,,3.8643999999999994,-7.30293318402866,,
,,4.189499999999999,-3.145515678258008,,,,,3.993499999999999,-6.430292812085213,,,,,3.864499999999999,-7.302899157781383,,
,,4.189599999999999,-3.1455048817846603,,,,,3.993599999999999,-6.430259760506175,,,,,3.8645999999999994,-7.302864994328374,,
,,4.189699999999998,-3.1454939992075026,,,,,3.993699999999999,-6.430226570803157,,,,,3.864699999999999,-7.302830693669648,,
,,4.189799999999998,-3.145483030526549,,,,,3.993799999999999,-6.430193242976131,,,,,3.864799999999999,-7.3027962558052195,,
,,4.189899999999999,-3.145471975741785,,,,,3.993899999999999,-6.430159777025111,,,,,3.864899999999999,-7.30276168073506,,
,,4.189999999999999,-3.145460834853239,,,,,3.993999999999999,-6.430126172950082,,,,,3.864999999999999,-7.302726968459197,,
,,4.190099999999998,-3.1454496078608827,,,,,3.994099999999999,-6.430092430751074,,,,,3.865099999999999,-7.302692118977603,,
,,4.190199999999998,-3.1454382947647304,,,,,3.994199999999999,-6.430058550428058,,,,,3.865199999999999,-7.302657132290307,,
,,4.190299999999999,-3.145426895564782,,,,,3.994299999999999,-6.430024531981047,,,,,3.865299999999999,-7.302622008397279,,
,,4.190399999999999,-3.145415410261037,,,,,3.994399999999999,-6.429990375410043,,,,,3.865399999999999,-7.302586747298548,,
,,4.190499999999998,-3.145403838853482,,,,,3.994499999999999,-6.429956080715044,,,,,3.865499999999999,-7.302551348994086,,
,,4.190599999999998,-3.145392181342146,,,,,3.994599999999999,-6.4299216478960375,,,,,3.865599999999999,-7.302515813483922,,
,,4.190699999999999,-3.145380437726999,,,,,3.994699999999999,-6.429887076953051,,,,,3.865699999999999,-7.302480140768026,,
,,4.190799999999999,-3.145368608008056,,,,,3.994799999999999,-6.429852367886056,,,,,3.865799999999999,-7.302444330846427,,
,,4.190899999999998,-3.1453566921853024,,,,,3.994899999999999,-6.429817520695053,,,,,3.865899999999999,-7.302408383719111,,
,,4.190999999999998,-3.145344690258753,,,,,3.994999999999999,-6.42978253538007,,,,,3.865999999999999,-7.302372299386064,,
,,4.191099999999999,-3.1453326022284074,,,,,3.995099999999999,-6.429747411941079,,,,,3.866099999999999,-7.302336077847315,,
,,4.191199999999999,-3.1453204280942515,,,,,3.995199999999999,-6.4297121503781085,,,,,3.866199999999999,-7.302299719102848,,
,,4.191299999999998,-3.1453081678563137,,,,,3.9952999999999994,-6.429676750691129,,,,,3.8662999999999994,-7.302263223152664,,
,,4.191399999999998,-3.14529582151458,,,,,3.995399999999999,-6.429641212880142,,,,,3.866399999999999,-7.302226589996749,,
,,4.191499999999999,-3.145283389069036,,,,,3.9954999999999994,-6.429605536945175,,,,,3.8664999999999994,-7.302189819635132,,
,,4.191599999999998,-3.1452708705196954,,,,,3.995599999999999,-6.4295697228862,,,,,3.866599999999999,-7.302152912067797,,
,,4.191699999999998,-3.145258265866559,,,,,3.9956999999999994,-6.42953377070323,,,,,3.8666999999999994,-7.302115867294745,,
,,4.191799999999998,-3.1452455751096124,,,,,3.995799999999999,-6.429497680396267,,,,,3.866799999999999,-7.302078685315976,,
,,4.191899999999999,-3.145232798248884,,,,,3.9958999999999993,-6.4294614519653095,,,,,3.8668999999999984,-7.302041366131476,,
,,4.191999999999998,-3.145219935284345,,,,,3.995999999999999,-6.429425085410344,,,,,3.866999999999999,-7.3020039097412734,,
,,4.192099999999998,-3.14520698621601,,,,,3.9960999999999984,-6.429388580731384,,,,,3.867099999999999,-7.301966316145354,,
,,4.192199999999999,-3.1451939510438507,,,,,3.996199999999999,-6.429351937928431,,,,,3.867199999999999,-7.301928585343717,,
,,4.192299999999999,-3.145180829767924,,,,,3.996299999999999,-6.429315157001483,,,,,3.867299999999999,-7.301890717336377,,
,,4.192399999999998,-3.145167622388186,,,,,3.996399999999999,-6.429278237950541,,,,,3.867399999999999,-7.301852712123292,,
,,4.192499999999998,-3.1451543289046526,,,,,3.996499999999999,-6.429241180775591,,,,,3.867499999999999,-7.3018145697045185,,
,,4.192599999999999,-3.145140949317323,,,,,3.996599999999999,-6.429203985476647,,,,,3.867599999999999,-7.301776290080014,,
,,4.192699999999999,-3.145127483626183,,,,,3.996699999999999,-6.429166652053709,,,,,3.867699999999999,-7.301737873249792,,
,,4.192799999999998,-3.145113931831247,,,,,3.996799999999999,-6.429129180506777,,,,,3.867799999999999,-7.301699319213853,,
,,4.192899999999998,-3.145100293932515,,,,,3.996899999999999,-6.429091570835837,,,,,3.867899999999999,-7.301660627972197,,
,,4.192999999999999,-3.145086569929987,,,,,3.996999999999999,-6.429053823040903,,,,,3.867999999999999,-7.301621799524838,,
,,4.193099999999999,-3.1450727598236625,,,,,3.997099999999999,-6.429015937121974,,,,,3.868099999999999,-7.301582833871748,,
,,4.193199999999998,-3.145058863613528,,,,,3.9971999999999994,-6.428977913079052,,,,,3.8681999999999994,-7.301543731012941,,
,,4.193299999999998,-3.1450448812995973,,,,,3.997299999999999,-6.428939750912136,,,,,3.868299999999999,-7.3015044909484175,,
,,4.193399999999999,-3.1450308128818563,,,,,3.9973999999999994,-6.428901450621211,,,,,3.8683999999999994,-7.301465113678176,,
,,4.193499999999999,-3.1450166583603334,,,,,3.997499999999999,-6.428863012206307,,,,,3.868499999999999,-7.301425599202219,,
,,4.193599999999998,-3.1450024177350144,,,,,3.9975999999999994,-6.428824435667394,,,,,3.8685999999999994,-7.301385947520558,,
,,4.193699999999998,-3.144988091005885,,,,,3.997699999999999,-6.428785721004473,,,,,3.868699999999999,-7.301346158633166,,
,,4.193799999999999,-3.14497367817296,,,,,3.9977999999999994,-6.428746868217573,,,,,3.8687999999999994,-7.301306232540057,,
,,4.193899999999998,-3.1449591792362384,,,,,3.997899999999999,-6.428707877306664,,,,,3.868899999999999,-7.301266169241245,,
,,4.193999999999998,-3.1449445941957066,,,,,3.9979999999999984,-6.428668748271761,,,,,3.8689999999999984,-7.301225968736702,,
,,4.194099999999998,-3.144929923051393,,,,,3.998099999999999,-6.428629481112864,,,,,3.869099999999999,-7.301185631026442,,
,,4.194199999999999,-3.144915165803269,,,,,3.9981999999999984,-6.428590075829973,,,,,3.8691999999999984,-7.301145156110479,,
,,4.194299999999998,-3.144900322451349,,,,,3.998299999999999,-6.428550532423074,,,,,3.869299999999999,-7.301104543988785,,
,,4.194399999999998,-3.144885392995618,,,,,3.9983999999999984,-6.428510850892195,,,,,3.8693999999999984,-7.301063794661388,,
,,4.194499999999998,-3.1448703774361064,,,,,3.998499999999999,-6.428471031237308,,,,,3.869499999999999,-7.30102290812826,,
,,4.194599999999999,-3.1448552757727697,,,,,3.998599999999999,-6.4284310734584125,,,,,3.8695999999999984,-7.300981884389429,,
,,4.194699999999998,-3.144840088005651,,,,,3.998699999999999,-6.428390977555537,,,,,3.869699999999999,-7.300940723444867,,
,,4.194799999999998,-3.1448248141347364,,,,,3.998799999999999,-6.428350743528654,,,,,3.869799999999999,-7.300899425294602,,
,,4.194899999999999,-3.1448094541600256,,,,,3.998899999999999,-6.428310371377791,,,,,3.869899999999999,-7.300857989938606,,
,,4.194999999999999,-3.1447940080815044,,,,,3.998999999999999,-6.428269861102919,,,,,3.869999999999999,-7.3008164173769075,,
,,4.195099999999998,-3.1447784758991872,,,,,3.999099999999999,-6.428229212704039,,,,,3.870099999999999,-7.300774707609477,,
,,4.195199999999998,-3.144762857613074,,,,,3.999199999999999,-6.42818842618118,,,,,3.870199999999999,-7.300732860636344,,
,,4.195299999999999,-3.144747153223165,,,,,3.9992999999999994,-6.428147501534312,,,,,3.8702999999999994,-7.3006908764574945,,
,,4.195399999999999,-3.144731362729445,,,,,3.999399999999999,-6.42810643876345,,,,,3.870399999999999,-7.300648755072913,,
,,4.195499999999998,-3.144715486131929,,,,,3.9994999999999994,-6.428065237868594,,,,,3.8704999999999994,-7.300606496482629,,
,,4.195599999999998,-3.144699523430617,,,,,3.999599999999999,-6.4280238988497445,,,,,3.870599999999999,-7.300564100686628,,
,,4.195699999999999,-3.144683474625495,,,,,3.9996999999999994,-6.427982421706886,,,,,3.8706999999999994,-7.3005215676849105,,
,,4.195799999999998,-3.1446673397165767,,,,,3.999799999999999,-6.4279408064400485,,,,,3.870799999999999,-7.300478897477461,,
,,4.195899999999998,-3.1446511187038766,,,,,3.9998999999999993,-6.427899053049202,,,,,3.8708999999999993,-7.300436090064309,,
,,4.195999999999998,-3.144634811587366,,,,,3.999999999999999,-6.427857161534348,,,,,3.870999999999999,-7.3003931454454545,,
,,4.196099999999999,-3.14461841836706,,,,,4.000099999999999,-6.427815131895514,,,,,3.8710999999999984,-7.300350063620854,,
,,4.196199999999998,-3.1446019390429427,,,,,4.000199999999999,-6.427772964132672,,,,,3.871199999999999,-7.300306844590551,,
,,4.196299999999998,-3.144585373615044,,,,,4.000299999999998,-6.427730658245835,,,,,3.8712999999999984,-7.300263488354531,,
,,4.196399999999998,-3.144568722083335,,,,,4.000399999999998,-6.427688214235005,,,,,3.871399999999999,-7.300219994912794,,
,,4.196499999999999,-3.14455198444783,,,,,4.000499999999999,-6.42764563210018,,,,,3.8714999999999984,-7.30017636426534,,
,,4.196599999999998,-3.144535160708529,,,,,4.000599999999999,-6.427602911841362,,,,,3.871599999999999,-7.300132596412169,,
,,4.196699999999998,-3.144518250865417,,,,,4.000699999999998,-6.427560053458521,,,,,3.8716999999999984,-7.300088691353281,,
,,4.196799999999998,-3.1445012549185094,,,,,4.000799999999998,-6.4275170569517,,,,,3.871799999999999,-7.300044649088676,,
,,4.196899999999999,-3.1444841728677915,,,,,4.000899999999999,-6.4274739223209,,,,,3.8718999999999983,-7.300000469618354,,
,,4.196999999999998,-3.144467004713292,,,,,4.000999999999999,-6.427430649566077,,,,,3.871999999999999,-7.299956152942315,,
,,4.197099999999998,-3.144449750454996,,,,,4.001099999999998,-6.42738723868726,,,,,3.872099999999999,-7.299911699060559,,
,,4.197199999999999,-3.144432410092889,,,,,4.001199999999999,-6.427343689684463,,,,,3.8721999999999994,-7.299867107973085,,
,,4.197299999999999,-3.1444149836269872,,,,,4.001299999999999,-6.427300002557658,,,,,3.872299999999999,-7.299822379679895,,
,,4.197399999999998,-3.144397471057289,,,,,4.001399999999999,-6.427256177306845,,,,,3.8723999999999994,-7.299777514180988,,
,,4.197499999999998,-3.1443798723837943,,,,,4.001499999999998,-6.427212213932052,,,,,3.872499999999999,-7.299732511476378,,
,,4.197599999999999,-3.144362187606504,,,,,4.001599999999999,-6.4271681124332645,,,,,3.8725999999999994,-7.299687371566037,,
,,4.197699999999998,-3.144344416725403,,,,,4.001699999999999,-6.427123872810455,,,,,3.872699999999999,-7.299642094449979,,
,,4.197799999999998,-3.144326559740506,,,,,4.001799999999999,-6.427079495063666,,,,,3.8727999999999994,-7.299596680128204,,
,,4.197899999999998,-3.144308616651813,,,,,4.001899999999998,-6.427034979192882,,,,,3.872899999999999,-7.299551128600711,,
,,4.197999999999999,-3.1442905874592952,,,,,4.001999999999999,-6.426990325198105,,,,,3.8729999999999984,-7.2995054398675165,,
,,4.198099999999998,-3.14427247216301,,,,,4.002099999999999,-6.426945533079319,,,,,3.873099999999999,-7.29945961392859,,
,,4.198199999999998,-3.1442542707629144,,,,,4.002199999999998,-6.42690060283654,,,,,3.8731999999999984,-7.299413650783947,,
,,4.198299999999998,-3.1442359832590228,,,,,4.002299999999998,-6.426855534469766,,,,,3.873299999999999,-7.299367550433587,,
,,4.198399999999999,-3.144217609651321,,,,,4.002399999999999,-6.426810327978984,,,,,3.8733999999999984,-7.299321312877524,,
,,4.198499999999998,-3.144199149939837,,,,,4.002499999999999,-6.426764983364222,,,,,3.873499999999999,-7.29927493811573,,
,,4.198599999999998,-3.144180604124543,,,,,4.002599999999998,-6.4267195006254525,,,,,3.8735999999999984,-7.299228426148232,,
,,4.198699999999998,-3.144161972205453,,,,,4.002699999999998,-6.426673879762689,,,,,3.873699999999999,-7.299181776975004,,
,,4.198799999999999,-3.1441432541825662,,,,,4.002799999999999,-6.426628120775931,,,,,3.8737999999999984,-7.299134990596073,,
,,4.198899999999998,-3.1441244500558696,,,,,4.002899999999999,-6.426582223665164,,,,,3.873899999999999,-7.299088067011411,,
,,4.198999999999998,-3.144105559825391,,,,,4.002999999999998,-6.426536188430418,,,,,3.8739999999999983,-7.299041006221046,,
,,4.199099999999998,-3.1440865834911023,,,,,4.003099999999998,-6.426490015071664,,,,,3.874099999999999,-7.298993808224949,,
,,4.199199999999999,-3.144067521053003,,,,,4.003199999999999,-6.426443703588916,,,,,3.8741999999999983,-7.29894647302315,,
,,4.199299999999998,-3.144048372511108,,,,,4.003299999999999,-6.426397253982174,,,,,3.8742999999999994,-7.29889900061562,,
,,4.199399999999998,-3.144029137865431,,,,,4.003399999999998,-6.426350666251423,,,,,3.8743999999999983,-7.298851391002387,,
,,4.199499999999999,-3.1440098171159434,,,,,4.003499999999999,-6.426303940396679,,,,,3.8744999999999994,-7.2988036441834225,,
,,4.1995999999999984,-3.14399041026266,,,,,4.003599999999999,-6.42625707641794,,,,,3.8745999999999983,-7.298755760158755,,
,,4.199699999999998,-3.143970917305566,,,,,4.003699999999999,-6.426210074315208,,,,,3.8746999999999994,-7.298707738928357,,
,,4.199799999999998,-3.1439513382446904,,,,,4.003799999999998,-6.426162934088481,,,,,3.874799999999999,-7.29865958049227,,
,,4.199899999999999,-3.1439316730800044,,,,,4.003899999999999,-6.426115655737746,,,,,3.8748999999999993,-7.298611284850452,,
,,4.199999999999998,-3.1439119218115223,,,,,4.003999999999999,-6.426068239263017,,,,,3.874999999999999,-7.2985628520029024,,
,,4.200099999999998,-3.143892084439244,,,,,4.004099999999998,-6.426020684664294,,,,,3.8750999999999984,-7.29851428194965,,
,,4.200199999999998,-3.14387216096317,,,,,4.004199999999998,-6.425972991941578,,,,,3.875199999999999,-7.298465574690681,,
,,4.200299999999999,-3.143852151383271,,,,,4.004299999999999,-6.425925161094867,,,,,3.8752999999999984,-7.298416730225995,,
,,4.200399999999998,-3.1438320556995905,,,,,4.004399999999999,-6.425877192124148,,,,,3.875399999999999,-7.298367748555592,,
,,4.200499999999998,-3.1438118739121137,,,,,4.004499999999998,-6.425829085029434,,,,,3.8754999999999984,-7.298318629679457,,
,,4.200599999999998,-3.143791606020841,,,,,4.004599999999998,-6.425780839810727,,,,,3.875599999999999,-7.29826937359762,,
,,4.200699999999999,-3.143771252025772,,,,,4.004699999999999,-6.425732456468026,,,,,3.8756999999999984,-7.298219980310066,,
,,4.200799999999998,-3.1437508119268927,,,,,4.004799999999999,-6.425683935001317,,,,,3.875799999999999,-7.298170449816794,,
,,4.200899999999998,-3.1437302857242173,,,,,4.004899999999998,-6.425635275410627,,,,,3.8758999999999983,-7.298120782117806,,
,,4.200999999999998,-3.143709673417746,,,,,4.004999999999998,-6.42558647769593,,,,,3.875999999999999,-7.298070977213101,,
,,4.201099999999999,-3.143688975007464,,,,,4.005099999999999,-6.425537541857224,,,,,3.8760999999999983,-7.298021035102678,,
,,4.201199999999998,-3.1436681904934005,,,,,4.005199999999999,-6.425488467894539,,,,,3.876199999999999,-7.297970955786539,,
,,4.201299999999998,-3.1436473198755266,,,,,4.005299999999998,-6.425439255807859,,,,,3.8762999999999983,-7.297920739264683,,
,,4.201399999999998,-3.143626363153857,,,,,4.005399999999998,-6.425389905597172,,,,,3.8763999999999994,-7.297870385537109,,
,,4.201499999999999,-3.143605320328362,,,,,4.005499999999999,-6.42534041726249,,,,,3.8764999999999983,-7.297819894603819,,
,,4.201599999999998,-3.1435841913991,,,,,4.005599999999999,-6.4252907908038,,,,,3.8765999999999994,-7.297769266464812,,
,,4.201699999999998,-3.1435629763660278,,,,,4.005699999999998,-6.42524102622113,,,,,3.8766999999999983,-7.297718501120087,,
,,4.201799999999998,-3.1435416752291587,,,,,4.005799999999998,-6.425191123514452,,,,,3.8767999999999994,-7.297667598569646,,
,,4.201899999999998,-3.143520287988494,,,,,4.005899999999999,-6.42514108268378,,,,,3.8768999999999982,-7.297616558813488,,
,,4.201999999999998,-3.143498814644019,,,,,4.005999999999999,-6.425090903729114,,,,,3.8769999999999984,-7.297565381851612,,
,,4.202099999999998,-3.143477255195762,,,,,4.006099999999998,-6.425040586650454,,,,,3.877099999999999,-7.297514067684034,,
,,4.202199999999999,-3.143455609643695,,,,,4.006199999999999,-6.424990131447785,,,,,3.8771999999999984,-7.297462616310725,,
,,4.202299999999998,-3.143433877987832,,,,,4.006299999999999,-6.424939538121137,,,,,3.877299999999999,-7.297411027731698,,
